document_id,clean_text,sentiment
207,good product wrong battery overall the product was good the only bad thing about the phone is that it came with the wrong battery i would have given it 5 stars if it weren't for that so i ended up having to purchase a battery for it which meant i had to wait another week or so to get it,neutral
208,i don't recommend it the phone is just ok it has a week a antenna i hardly every get one bar from my house the back cover is cheap you need to re start the phone everyday to resolve weird issues i don't recommend it,neutral
209,five stars better than expected,positive
210,one star it was not the item advertised,neutral
211,another great samsung product amazing phone,positive
212,excellent quality works perfectly i'd buy again,positive
213,five stars great product and great seller you have my vote,positive
214,love it love it does the job and the battery last a long time between charges still learning all its ability keeps me busy,positive
215,five stars nice phone arrived fast,positive
216,four stars great item and easy to adjust to,positive
217,excelente muy bueno,neutral
218,four stars little scratch but it is fine,positive
219,five stars love this phone long battery life even on battery hog games,positive
220,appreciated customer didn't read it didn't come with a stylus couple dings but nothing major great phone 100 satisfied thank you,positive
221,five stars great phone defiently worth getting,positive
222,five stars was great i love it,positive
223,sad but happy it did not come with the correct charging cord so i had to get a cord it holds a charge much better now,positive
224,galaxy note 3 previously had the galaxy note was considering on upgrading to note 2 but after seeing the note 3 knew it was the best choice it is lightweight very comfortable in my hand the screen clarity size color is superb i work in the medical field use it constantly all day long as well as tracking my fitbit information the pre installed samsung apps very useful syncs updates easily this smartphone is the absolute best phone i've ever owned worth every penny i paid,positive
225,in great condition only down side is that it did arrived a day or so of actual day loving the phone in great condition only down side is that it did not come with a chip but thankfully i had one from my previous phone,positive
226,four stars enjoying,positive
227,five stars fan of the note phones from the beginning,neutral
228,excellent phone my wife is in love with this phone ever since i upgraded her from the galaxy s3 to the galaxy note 3 nice large screen and the stylus is really cool it is recognized by the phone just hovering it over the screen and it has it's own popup features for the stylus,positive
229,i purchased the verizon galaxy note three i love the condition of the phone but the only thing i purchased the verizon galaxy note three i love the condition of the phone but the only thing i hate about it is that it keeps losing service in certain places at my home you gotta be in a certain spot to pick up service and that's just crazy,neutral
230,if i knew it looked like this i would have never bought this this phone is so scratched up if i knew it looked like this i would have never bought this i'm so pissed and not once do i see that this was a used phone,neutral
231,great phone ridiculously great screen but has keyboard annoyances that motorola does not this phone is pure awesome end of story lightning fast full 1080p screen which is mind blowingly clear this phone has a lot going for it however motorola has samsung crushed when it comes to user friendliness regarding typing let's face it everyone gets annoyed now and again with auto correct but at least motorola's auto correct is intuitive and understands when it changes staind to stained and you go back to change it back to staind because it's actually what you meant motorola understands ok you really meant to spell it that way we'll let it go samsung corrects you again and even better on a motorola droid when you hit backspace after an auto correct it changes stained back to staind because it realizes you actually meant it that way and again on a motorola when you hit sym to get your comma then you hit comma when you hit the spacebar to go to the next word the keyboard changes back from symbols to letters for you on samsung you have to hit sym again to return to the qwerty keyboard minor things i know but it's very surprising samsung gets these things wrong i'd think by now they would've had time to realize these inconveniences in their keyboard programming and fix them for us maybe someday regardless the phone is a true power house of performance handling every multi tasking thing you can throw at it without skipping a beat and still begging for more,positive
232,dont buy from this buyer couldn't get any service had to get a new phone from the store which works great now didn't mind the minor chips in the sides but was a total waste of,positive
233,great phone it's a big phone but the price was unbelievable and i love the phone itself the screen is awesome and with older eyes it sure makes it nicer when i have to show my parents how to do something on their iphones it is really a struggle,positive
234,five stars works great,positive
235,five stars love these phone this thing works great,positive
236,five stars best phone available until the note 4 comes out,positive
237,five stars good smart phone,positive
238,a very happy customer d i love my new phone thank you so much you guys rock d,positive
239,fantastic phone i went from a s4 to the note 3 and all i can say is wow the difference is amazing i cant even use the s4 anymore cause the screen is so small this phone is nice its big but im used to it by now,positive
240,too big nah not at all i love it i thought it was going to be too big to handle but it turns out that immediately i wonder how i worked with my small droid rzar i needed this phone and it's capabilities when i outgrew my rzar i don't know yet all it does but i'm enjoying the learning process,positive
241,five stars exactly what i wanted,positive
242,works but appearance horrible lots of scratches paint on the side chipped all over i bought a new one and the back cover was chipped at the bottom but the phone works perfectly,neutral
243,i don't use the stylus as much as i thought i don't use the stylus as much as i thought that i would but i'm never going back to a smaller screen again,neutral
244,graet phone great phone fast shipping wanted to grab another note 3 i already have one before they are gone,positive
245,love my new phone my sons picked this phone out for me to replace my droid and visor and it has been great easy to use and see tremendous battery life great pictures i have absolutely no complaints about it and would recommend it,positive
246,love the phone love the phone not a big fan of 4 3 very buggy excited for the update no phone even comes close in terms of functionality,positive
247,best cell phone i've had so far i really like this phone due to it's size the text is a little larger easier to read much faster than my samsung s3 much improved camera with more functions,positive
248,perf amazing phone looks just like new came in turned on and was ready to be activated at an awesome price and more than i could have hoped for couldn't be happier,positive
249,a fantastic product as good or better than i had hoped for this is a fantastic crazy fast phone tool it's size and performance allow me not to have to go out and buy a tablet,positive
250,five stars a1,neutral
251,five stars great what more can i say,positive
252,love it this phone is amazing the picture is so clear and i watch shows and movies on it all the time it is a little large but you get used to it in your pocket and won't know it's there the stylus is life changing i can take a screenshot and draw on it and email it for needed edits the camera is amazing quaility as well i have owned samsung and lg and nokia and apple phones and after this phone samsung is my go to this is a great phone for a woman on the go like me,positive
253,five stars exceeded expectations in every way,neutral
254,only last 5 months and not wont turn on spent 179 for a product that didnt last worked gr eat for awhile but now wont even turn on paid a lot of money for it not to last long,neutral
255,the edges all around the phone are all jacked up the edges all around the phone are all jacked up i didn't say that on the review until i had already purchased it really pissed about but oh well it is what it is,positive
256,love my note 3 love it,positive
257,five stars great phone i love the bigger size great sound a great buy,positive
258,camera flash there appears to be a software glitch where the camera phone flash comes on and stays on i have to restart the phone however some apps can take over the function of the phone maybe this is occurring,neutral
259,one star verizon was not able to activate phone,negative
260,five stars love this purchase looks and works perfect,positive
261,five stars best phone computer ever,positive
262,four stars it's not very good at charging and has some issues but other than that it's a good phone,positive
263,awesome phone it pretty much exceeded all my expectations i suggest getting the new glass like protective lens for it because like all phones it will scratch,positive
264,five stars best phone ever,positive
265,five stars i love it,positive
266,wonderful phone wish it came in white very user friendly and offers many new features,positive
267,one star super bad condition,negative
268,one star quit working after 3 months,neutral
269,note 3 this thing is awesome fast screen resolution is crazy light added uag case and complete package glad i chose it,positive
270,five stars my wife loves this phone it is amazing,positive
271,galaxy note 3 this phone is awesome it can do almost anything the battery lasts for 2 days before i need to charge it there are so many things that it can do that i need to go online and learn about all it's capabilities very happy with my purchase,positive
272,i was a bit worried about buying something like a phone online but so far this phone is i've had the phone for a couple of days now and i can't put it down i was a bit worried about buying something like a phone online but so far this phone is amazing i just ordered a case for it,positive
273,all we could do is make calls and text nothing else it useless ordered for my son he so disappointed really this phone doesn't even deserve one star all we could do is make calls and text nothing else it useless ordered for my son he so disappointed sent it back,negative
274,four stars i'm really liking my phone there are a lot of features i still need to learn,positive
275,excellent cost for such a powerful device speed and performance matched all current iphone 6 speeds excellent cost for such a powerful device,positive
276,one star phone does not work,neutral
277,phone was in excellent cosmetic condition but phone was in excellent cosmetic condition but it shuts off and freezes alot i have to remove case then take back off 2 remove battery each time it is a pain,positive
278,nice phone i had a note 2 the note 3 nice phone i had a note 2 the note 3 is way better,positive
279,five stars love it,positive
280,five stars phone is in good condition works very well i am very happy,positive
281,four stars good,positive
282,one star sent product back didn't work,neutral
283,the best cell phone i've ever bought the best cell phone i've ever bought easy use bright brilliant display pictures come out beautiful easy to communicate between all my devices the iphone 6 has nothing on the samsung note 3 or 4,positive
284,five stars works fine,positive
285,this phone for my brother and so far so good i myself own one so i'm pretty satisfied i bought this phone for my brother and so far so good i myself own one so i'm pretty satisfied with its performance,positive
286,far so good not had any problems yet so far so good not had any problems yet,positive
287,great phone hands down the best phone i have ever owned this was shipped fast and was also the cheapest place to get it,positive
288,buy this amazing phone love it,positive
289,five stars great phone was sent fast and as advertised,positive
290,five stars love it so easy to use and excellent camera quality,positive
291,five stars great,positive
292,definitely not average wear works well still had the original stylus perfect size for me now my only issue is that i read the description and it average wear and tear this phone had more wear and tear than any phone that i had ever owned for multiple years i cannot go without a case around the edges because it is so heavily scratched and chipped that it is literally not comfortable to hold on to i suggest that they submit actual pictures of the item when posting not just the factory model picture from the website average wear and tear is a very misleading statement in this case other than that it's a good phone i like it alot,positive
293,the screen size is great the screen size is great love the pen my favorite is the ability to handwrite and have it converted to text no problem with battery life fits my needs well,positive
294,great phone phone is a mini computer powerful fast reliable and looks good exceeds my expectations i would recommend this to anyone looking for a great smartphone,positive
295,five stars love the phone,positive
296,five stars great and it arrived several days early,positive
297,samsung note3 is the best in its class simply put the samsung note 3 is the best product on the market in its class i am completely satisfied with my note 3 additionally i ordered all the currently available accessories,positive
298,just like they said lovely phone pretty much does everything it says i'm happy with my purchase and it feel great in my hands,positive
299,couldn't be happier i was nervous about the price being so couldn't be happier i was nervous about the price being so inexpensive what i wold get but it was brand new as advertised from amazon great buy,positive
300,awesome seller fast shipping great phone fast shipping,positive
301,great phone does almost everything got this for a christmas present for my wife ans she absolutely loves it easy to set up she really likes to be able to write hand written notes with the s pen,positive
302,three stars has a weird glitch once in a while but i can deal with it,negative
303,five stars great smart phone light weight stylish and modern,positive
304,one star i am not recommend the battery is not working enough,neutral
305,beautiful blows iphone out of the water crazy phone huge screen fast and i haven't had a problem yet the battery life is great and i'm also a huge fan of the speak texting it has i could never go back to iphone if your thinking about this phone then get it,positive
306,good condition phone but not everything in box sadly phone came good condition and with charger however was missing the battery and the usb cable,positive
307,the device i received had a bad battery i was not able to explore and the device i received had a bad battery i was not able to explore and enjoy the phone before it gave me problems,negative
308,awesome phone great phone does everything that i ask for my smartphones to do larger size takes a little getting used to but it makes browsing and email much easier to navigate,positive
309,five stars great phone battery last me all day would recommend to anyone,positive
310,happy with note 3 i upgraded from an htc thunderbolt which i thought was a great phone until i upgraded to the note 3 the size is a bit of an issue i like the large screen but i don't like the large size of the phone obviously you can't have one without the other so i'm adjusting the large format makes reading on the phone much much easier in fact i find myself using it more and more in place of my tablet oh and 1 more note the battery seems to last forever,positive
311,samsung galaxy for life at first i thought size would be to big but it's perfect for me i don't need my readers when using it it has so many features i have yet to but will get to overall it's the best phone i have ever owned,positive
312,charging isuses this would be a good phone if the charging cables worked i'm on my second charger and this one is requesting that i use my original charger which doesn't work any more i'm replacing the phone who needs a phone if it wont charge its a paper weight at this point don't waste your money,positive
313,solid great phone a ton of bloatware but whatever still an amazing phone for the price,positive
314,it was great phone ever but i just come to lost it it was great phone ever but i just come to lost it 2 days ago it failed on the floor,positive
315,three stars it's ok but need a good battery and not enough memorize enough space by speed,positive
316,still learning to use it in its full glory what i have seen so far i love it verizon's plans are kind of expensive though haven't figured out an easy way to carry it around,positive
317,three stars great phone i just wanted the latest version,positive
318,sexyk's note 3 awesome great phone was actually like new no was delivered on time greatttt purchase,positive
319,five stars everything i had hoped for,neutral
320,awesome awesome phone does everything but make dinner for you if you've had an android smartphone pretty easy to learn how to use,positive
321,but it works good pen was broken and the top outer case is broken off but it works good,positive
322,great product great product that was delivered on time everyone will enjoy how the galaxy note 3 performs glad i discovered how amazon works and how great the prices are in the marketplace,positive
323,five stars extremely easy to navigate through the features multi tasking is a breeze decent upgrade from previous samsung tech,positive
324,i am so happy i bought it i loooove this phone i am so happy i bought it i can't believe i waited this long so long flip phone,positive
325,four stars yes good price good phone,positive
326,problem with my note 3 so far and i love it i haven't had any problem with my note 3 so far and i love it,positive
327,five stars nice phone,positive
328,five stars love the big screen,positive
329,three stars did not have a charger,neutral
330,great phone love the phone no complaints here might be too big if you have a active life style it takes up your entire pocket,positive
331,the best phone as well as the best deal this phone is probably the biggest and most usable phone has all the features that the samsung galaxy s4 has spen etc,positive
332,i love the samsung galaxy note 3 i love the samsung galaxy note 3 it's a amazing phone i'd recommend it to anyone looking for a new phone,positive
333,four stars very nice,positive
334,one star phone freezes a lot and shuts off randomly,negative
335,five stars awesome purchase,positive
336,two stars camera flash doesn't work and it freezes a lot,neutral
337,product was most satisfactory appreciate your promptness as product was most satisfactory appreciate your promptness as well thank you so much,positive
338,very happy with my new phone everything came as advertised very happy with my new phone,positive
339,big tech in a semi small package delivers with strength the battery holds up well the call clarity is great when the call is established within the primary network coverage area this phone gets a signal when i am at work while most of my coworkers have little to no signal the larger size is great for working on the go too i have watched many hours of streaming media across both 4g and wireless networks with the phone showing no issues i have yet to push this product to its limits i suppose because it maintains its responsiveness even when running multiple apps simultaneously,positive
340,great price everything i had hoped for great price everything i had hoped for,positive
341,five stars im glad i selected this phone still alot to learn but glad i have it,positive
342,great phone upgraded from my note 2 great phone upgraded from my note 2 i like that the stylist securely fits the opening more easily than the 2,positive
343,four stars very very good,positive
344,five stars love it awesome phone awesome seller everything came perfectly fine no issues at all,positive
345,it was a good phone i thought it was a good phone so i bought it and you could do a lot of things with it an i like the way everything sonic,positive
346,quick and easy loved the price quick delivery and the item everything worked out as promised and i couldnt be more satisfied than i am,positive
347,five stars awesome deal thru and thru was very easy to switch from my old phone,positive
348,great new phone smooth transaction love my new phone purchased using my verizon upgrade and it was 100 cheaper than what verizon was asking,positive
349,five stars this phone is amazing,positive
350,the phone is exactly what i wanted but i went the phone is exactly what i wanted but i went to use the flash on my camera for the first time and it unfortunately doesn't work,neutral
351,five stars excellent product phone was in perfect condition,positive
352,five stars very pleased with my samsung galaxy note 3,positive
353,great phone very pleased with phone the color and quality of is better the expected great phone would recommend it to anyone,positive
354,great product very pleased with everything about transaction fast shipping great product very pleased with everything about transaction,positive
355,five stars excellent phone excellent service,positive
356,five stars i would like to buy another,neutral
357,the phone is nice but i should have just got the note the phone is nice but i should have just got the note 4,positive
358,the galaxy note 3 is spectacular the note 3 was more than i expected the hardware specs is what a top smart phone should have the screen is bright big and a delight to view a web page or movie i like a phone with power and this smart phone has it it you want a real smart phone this is it,positive
359,five stars i love my new phone thank for saving me money,positive
360,two stars screen has a crack,neutral
361,five stars great product,positive
362,five stars good shipping i love the phone i can't complain,positive
363,five stars love it,positive
364,best price from amazon amazon has the best price for upgrading phones like samsung note 3 for verizon wireless customers who wants to pay more,positive
365,four stars sd cards won't work but phone has plenty of space,neutral
366,one star the software update always failed hence it refused to function properly,negative
367,great phone love the size and the apps we'll worth the money would recommend this phone to everyone in fact i have,positive
368,love the large screen met and exceeded all my expectations love the large screen,positive
369,five stars excellent phone especially for people with vision problems everything about this phone is great,positive
370,five stars kudos to samsung,neutral
371,four stars i like the product so far,neutral
372,five stars great phone,positive
373,amazing love it this phone is great don't even rrealize how big it is but the picture quality is great and everything,positive
374,samsung galazy note 3 black love it i love this samsung galazy note 3 some might find it being slightly larger than most note phones but i knew it was a bit larger wanted something with a bit larger screen display i'm in my 50's as you get older seeing small or fine print is important so i bit larger screen is a huge plus out weighs the need for a smaller pocket size phone being a woman it really isn't cumbersome because it's easier to find in my purse than a smaller phone i simply love this phone,positive
375,love note i love it the phone is amazing and has so many options that i don't even know how to use most of them yet,positive
376,five stars emjoy this phone,neutral
377,five stars great phone worked and look just like advertised,positive
378,five stars we love,positive
379,buy one awesome phone very satisified,positive
380,three stars can't download music with it for some reason not happy about that,negative
381,it the best investment i luv my phone it the best investment,positive
382,five stars love it does everything i wanted and more,positive
383,five stars great phone i upgraded from the note 2,positive
384,love it just got it today and love it,positive
385,one star its not working properly,neutral
386,five stars awesome phone fast easy to read nice reception everywhere low volume,positive
387,five stars love it,positive
388,amazing computer or phone this phone is amazing the screen is beyond nice and the camera is better than any standard digital camera the ability to work on two windows is incredible,positive
389,five stars super awesome,positive
390,one star screen keeps going black when talking or texting,negative
391,five stars very satisfied customer,positive
392,great gift great device my wife loved this as a gift,positive
393,awesome phone very happy with it awesome phone very happy with it,positive
394,five stars i love this phone,positive
395,four stars love it,positive
396,five stars best phone i've ever had 'nuff said,positive
397,i love the galaxy note 3 i had a galaxy note 2 and traded it for an htc one what a mistake i just switched to the gn3 what a great device my all time favorite phone also comes with evernote 1 year subscription love amazon wireless store hate massachusetts they charged tax on the full phone cost,positive
398,one star awesome phone love it,positive
399,five stars good phone,positive
400,great phone despite some minor annoyances this is a great phone i love the big screen the phone is fast which is very important to me since my last phone had a very long and annoying lag time when i tried to make phone calls apps run quickly the camera takes nice pictures a couple of annoying things about it are 1 the audio volume rockers are directly opposite the screen on off button which results in many unintentional presses that change the volume when trying to turn off the screen or turning off the screen when trying to adjust the volume 2 there is no way to turn the sound on and off from the lock screen also the rocker switch doesn't have any effect with the screen off or the lock screen on to silence or un silence the phone it's necessary to unlock the phone and then use the volume rockers 3 the video recording software freezes often,positive
401,one star horrible the phone did not work i had to buy another one,negative
402,galaxy note 3 fantastic this phone is fantastic i can now chuck my palm te 2 confident that this phone can perform the same funtionality this phone is big enough to act as a small tablet too hence the term phablet,positive
403,five stars i was completely satisfied,positive
404,amazing phone but amazing phone just 2 things when i received the phone the battery was running out of power way too fast and also the charger did not work properly in addition to purchasing the note 3 i had to buy a new battery and a new charger and that's why i gave this 4 stars if these 2 things worked when i received it then i would've easily gave this 5 stars other than that the note 3 is an amazing phone,positive
405,five stars great phone,positive
406,five stars got my phone fast and works and looks great,positive
407,five stars love it,positive
408,five stars love it,positive
409,five stars excellent,positive
410,sumsaung are the best love it,positive
411,five stars awesome phone,positive
412,very good product very good,positive
413,five stars best phone ever,positive
414,best battery life the best smart phone i ever had battery is fantastic i am a real estate agent and i use my smart phone for business purpose i can't even use half of my battery even in long day of work just love this phone,positive
415,four stars good product prompt delivery,positive
416,teamsamsunggalaxy i have always been a 'galaxy' girl since it first came on the scene i absolutely love this note 3 it's everything samsung says it is i'm buying the galaxy gear as well as the galaxy tab 3 10 1 teamsamsunggalaxy,positive
417,love using this phone the pen works great the screen is just small enough to use one hand if needed but big enough for a descent view when i looked up some extras on it i found its definitely capable of people who love speed battery life is long for an android with this much power many options on this phone,positive
418,great phone suoer fast and bright color can't complain great phone suoer fast and bright color can't complain about the note 3 can't wait for the note 5 i just hope it come with a removable battery and sd card slot,positive
419,great phone i give this phone five stars because it has met every expectation i had for it the note 3 is a great phone it's fast and it's multi tasking capabilities are awesome and to top it all off it has a stylus pen that is great for doodling taking notes an also very helpful when it comes to photo editing the large screen is great for everything and the battery last me all day i love this phone,positive
420,very unhappy with my note 3 purchase phone arrived on time and phone features work well however the camera on this phone is horrible worst yet is that no matter if you set your flash to on it does not flash no flash worst camera ever realized maybe my phone flash is broken went to return for a working one and it says i cannot return past march 6 2015 it's march 14th i am very very unhappy and dissatisfied because i bought this phone because everyone raved about the camera i used the camera quite a bit for my business so it is important to me i'm sorry that i didn't realize sooner that the poor focus and shaky pictures were due in part to the flash completely not working clearly this phone was not fully tested before they sent it to me i will never buy electronics from amazon again,negative
421,works great arrived quickly no problems arrived quickly works awesome and i love the phone has been a blast setting it up and learning many of it's new functions i found you tube videos extremely helpful to discover what the phone is capable of thank you,positive
422,five stars my favorite phone ever broke 1 and bought same again do not want to upgrade it ever lol,positive
423,awsom cell phone wow awsom cell phone still learning all the amazing things that you can do easy to use so many things to learn,positive
424,amazing i will never go back to the iphone love this phone this phone will do anything best phone i've ever owned,positive
425,roams when i have not gone out of the country amd losses calls i can't make a decent call with this phone i have never had network issues with cheaper phones with this i do when on a call it randomly ends with call lost and to get reconnected is a problem the phone roams when i'm in the house itswjust terrible and i will return it hope they refund my money or give me a new phone,negative
426,great phone great phone works great well worth the money,positive
427,note 3 phone no problems once so ever and cheaper than going into the store i think i made the right decision thank you,positive
428,five stars best phone ever,positive
429,fantastic phone i went from a s4 to the note 3 and all i can say is wow the difference is amazing i cant even use the s4 anymore cause the screen is so small this phone is nice its big but im used to it by now,positive
430,love it love it perfect size for quick document display easy to use extraordinary battery life extremely clear and beautiful photos i bought a bluetooth headset for the phone love it love it,positive
431,great phone love my phone i use it for real estate easy to see and my kids refer to it as the brick because it is so big they have no clue what we had in the 80's,positive
432,camera flash the phone is fantastic the only reason i have not given it 5 stars is simply because the flash for the camera has not worked since it was taken out of the box i will be switching it out for another one as soon as i find the time to,positive
433,freaking awesome amazing nothing but good reviews here love it it does everything i expected it to do my life rite here my precious,positive
434,five stars loving it,positive
435,five stars my son loves it,neutral
436,two stars absolutely horrible phone,negative
437,works great just as described,positive
438,three stars it ok need a phone but want buy it again,positive
439,five stars perfect,positive
440,galaxy note3 overall it's a great phone but when i ordered it i was told that the phone is brand new i've been having charging issues shortly after i got it the power cord as well keeps saying use the charger that came with the phone i have been and still it's acting up went to verizon got a new charger still receiving the same message and amazon wants me too pay 700 hundred for a new send my old one back then when it's received place my money back in my account or send it in and be without a phone for how ever many days this sucks and bites,positive
441,amazing the best smart phone that i ever had interface is excellent touch screen works well and there are plenty of apps from google play store,positive
442,five stars on time and product was great,positive
443,this is your new phone this is the best phone i have ever owned there is so much built into this device i cannot even begin to list them,positive
444,three stars it was more then said,positive
445,fyi on galaxy note 3 this is a excellent phone to use i am so excited for this new device i need a protect case and screen protector sheets,positive
446,the best phone on the market this just runs away from the i phone the best phone i have ever owned this phone will be at the top for a long time to come,positive
447,five stars yey,neutral
448,love it order this on amazon with a 2 year contract with verizon on monday got it on wednesday morning was shipped to my front door at around 9am was very impress with their shipping the phone itself cost me around 230ish in total with taxes and evrything i love this phone is so big fast and has so much more options in settings rather than the iphone i choose to change from apple to android because yes apple is very fast but after a while like at the end of the year my iphone 4 started to get very slow and not respond as much as when i first bought it now i'm just trying to compare but so far my note 3 is great of course i have to be extra careful because it is a really big phone and can easily be drop if not grabbed correctly,positive
449,one star i never used this phone since i bought was not charging,neutral
450,wonderful purchase this phone tablet is wonderful i no longer need to bring my kindle tablet with me when waiting in a long line at costco i just get my note 3 out and read it does everything far more than i need,positive
451,three stars phones works but some of the sensors do not work on the front and the phone lags,neutral
452,five stars as expected,neutral
453,five stars works as expected,neutral
454,five stars thank you,neutral
455,five stars as advertised,neutral
456,five stars love this phone,positive
457,five stars very happy with this phone,positive
458,four stars i like,neutral
459,twas the day before christmas twas the day before christmas i sat by my tree and opened the amazon box that contained my note 3 the box it was beautiful the phone even more i followed the guide to the letter and was online by four i downloaded my apps from the great google play christmas had come early on that wonderful day there's so much to learn about this beast of mine i'll write more about it some other time for now it's just calls and music and text i will have to say it's just as good a sex,positive
460,use amazon to upgrade your verizon accounts excellent process and the phone is fantastic,positive
461,bad item when i bought work fine but 15 days stopped working you're going to waste your money the only good thing is that amazon helped me get my money back,neutral
462,bought for a good price bought for great price as a new verizon customer i learn three days later could have gotten it 20 cheaper also could have gotten a s4 instead s3 for same price all good things come to those who wait over all i am still happy,positive
463,not really what i thought it would be i was hoping for so much more i upgraded from the galaxy nexus to the note 3 in hopes of having a more productive phone the only reason to buy the note 3 is the stylus and ability to write notes otherwise it's no different than any phone except much bitter while the device does a good job with transcribing my chicken scratch i find it hard to write small enough to fit an email address or other notes the biggest annoyance i have is that some of the features that made this phone device to desirable just aren't that good mainly the split screen apps the system locks out most of the apps and only allows a small handful of apps to be use you have no control over the apps so if you want to watch slingbox or hbo go while texting or sending emails you cannot do it additionally the buttons are a bit different than what i am use to my favorite button was the window selector that allows you to switch apps doesn't exist on the note 3 you have to hold the home button for a couple seconds i find this very annoying this device has a lot of promise but samsung did a horrible job of allowing people to actually use the device i wish i could have got the s4 or something else i would have no problem trading away the bonus features of the note 3,neutral
464,best phone i've ever owned a great phone with tons of functions i've owned apple and htc products and the note 3 blows them all away,positive
465,don't buy phones through amazon received a previously opened product there was dust on the phone underneath the packaging which scratched the screen and the earbuds were missing battery life seemed poor but that might have been because it had been used and repackaged i had a lengthier review but the powers that be didn't want you to see it,negative
466,this phone is a must this phone is awesome has lived up to everything that i heard about it the pictures are very clear,positive
467,to change from landscape mode on internet and photos sucks for a new have to continuously take battery and sims card out to change from landscape mode on internet and photos sucks for a new phone,neutral
468,five stars so far it's the best phone i have had it's a bit big but i like that,positive
469,huge waste of money so upset this was a really terrible phone and after 1 5 yrs of suffering with it i finally switched back to my old iphone 4s and felt like i performed a major upgrade i am appalled at a large company like samsung for even releasing such a thing onto the market and the fact that this is a third generation product is completely shameful the device hardly functions as a phone even and it overheats insanely which also burns its own batteries so it doesn't last even half a day frankly if i had energy i would have claimed an ftc complaint or something because i bought a device for a lot of money thinking that it would be a phone and also a capable mobile computing device and instead received a heavy brick that gets no reception and has no battery to make calls and tries to scorch my skin through the pant pocket seriously this makes me wonder if there is a single samsung engineer that actually tried this product,negative
470,one star l love my phone,positive
471,great phone but no sim card when buying this phone it does not tell you that you need a sim card so when i received it i could not use it because no sim card the order shows a sim so why no card,positive
472,could only be better if someone other than samsung made it i love the phone it has worked superbly for me i came from a much simpler phone so getting used to all of the options was a bit challenging but very fun at the same time there are two things i'd like to talk about with this phone size and samsung's customer service size i can never go back to a smaller screen i really don't care that sometimes it is tough to reach some of the letters when texting or that i almost drop it sometimes when i don't have a good grip on it i love having so much screen real estate i love it and i will never go back in general though i don't have much trouble texting on it or using it one handed even without enabling the special one handed use feature i'm 6'2 so i'm somewhat taller than average so it may be that i'm just large enough for the size to be a good fit samsung's customer service terrible i don't think they really get how it's supposed to be done i don't think they really understand how to please customers the right way that's probably why they have so many useless features all piled on the phone get rid of some of them and make others just plain work better anyway it started with my phone arriving i opened the box and got right into everything then noticed that there wasn't an included headset i just thought wow are they really that cheap that they can't even include a headset that probably costs them 1 to make with their most expensive phone so i contacted customer service to see if there was any way i could get one i had sold my pair of beats headphones since i don't listen to music as much anymore and had been thinking i'd use the stock headset that i thought would come with it i basically got a flat no my next aggravation came when i saw a news article that said free 50 google play credit for note 3 customers i quickly made my way to the link provided only to be met with a screen that said due to the high demand we have run out of our supply of credits thank you for your interest the promotion was supposed to run for 2 months and instead lasted less than 2 weeks really samsung i contacted customer service again to see if there was any way a disgruntled customer could get in on those free credits again a flat no these are somewhat little things but it's the little things that make good customer service and i feel like samsung fails miserably in that department,positive
473,five stars it is large,positive
474,you cant go wrong with the note 3 best phone ever,positive
475,most amazing cell phone ever i have always thought the note was an interesting concept since the first version i love my iphone but with each release i became more and more disappointed that they never increase the screen size i was worried about moving from my apple iphones but it was time i had to try i have been absolutely amazed by this phone the size of the screen is terrific the first few days it felt huge and took some getting used to but by day 3 it was normal and no big deal i look at my iphone and think wow i settled for that tiny screen i figured with this big screen i would have to run from outlet to outlet with a charger but it lasts all day where my iphone couldn't the speed the image quality and the functionality of this phone is just amazing the s pen features and samsung's spin on the android platform are perfect the s pen allows for such accuracy on the screen that you can do very detailed work on a relatively small screen it's integration with evernote is great and the sketchbook allows the average artist an excellent canvas in his or her pocket with adobe illustrator like features the keyboard has a top row of numbers making input of passwords and data so much faster they not only improved the speed of a smartphone they improved the speed that a user and work with it making my ipad and iphone obsolete i was able to transfer my music with little effort thanks to the google play music app including the things i purchased i used the note app to sync notes on my apple devices the integration between the note 3 and evernote offer a solution to this the only negative i can say about the phone is s voice is no siri i used the location based reminders on the iphone often for things such as remind me when i get home to take out the trash i have yet to get s voice to do this but i understand it's supposed to be able to i'm almost speechless at how perfect this phone is if you are interested in a bigger screen are worried about leaving the iphone dont be give this phone a few days to get used to and you wont look back,positive
476,five stars awesome,positive
477,don't buy this wonderful phone here i want to start by saying note 3 is actually a wonderful phone however the one i got from amazon with verizon was not i purchased the phone from amazon wireless with verizon because they were having a really good deal for this phone however it turned out to be a disaster i first heard a static noise from time to time when i was on the phone and then the fully charged battery died within 12 hours on power saving mode i don't use my phone a lot usually my iphone 4 can last me over 2 days so at first i thought switching to samsung from apple was a huge mistake then i searched online everybody online says that the samsung note 3 is supposed to have a really good battery actually pretty much the best in the market so with all these problems i returned the phone to amazon and went to a local at t store and bought the same phone it turns out that the phone's battery is really good now my note 3 also lasts me at least 2 days without being on the power saving mode i am not sure if all phones from verizon are of such poor quality or amazon wireless has bad phones or i'm just unlucky but at least amazon's return service is good so if you get a bad phone as i did you can at least send it back,positive
